file_name,PA_length,PA_diameter,Node_nb,SA_nb,SA_average,SA_int,TA_nb,TA_average,TA_int,QA_nb,Sp_nb,SA,SA_length,node,TA_nb,Sp_nb,SA_int,TA,TA_length,QA_nb,Sp_nb,TA_int,QA,QA_length,Sp_nb,QA_int
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA3,11.24,2,4,18,0.08,SA3_TA1,3.12,0,1,1.89,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA3,11.24,2,4,18,0.08,SA3_TA2,2.11,0,4,3.49,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA3,11.24,2,4,18,0.08,SA3_TA3,2.15,0,4,5.14,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA3,11.24,2,4,18,0.08,SA3_TA4,1.81,0,2,6.27,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA4,12.82,3,6,34,0.61,SA4_TA1,3.91,0,6,0.94,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA4,12.82,3,6,34,0.61,SA4_TA2,3.01,0,5,1.97,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA4,12.82,3,6,34,0.61,SA4_TA3,2.96,0,5,4.12,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA4,12.82,3,6,34,0.61,SA4_TA4,2.14,0,6,5.79,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA4,12.82,3,6,34,0.61,SA4_TA5,2.02,0,3,6.94,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA4,12.82,3,6,34,0.61,SA4_TA6,1.14,0,3,8.31,NV,NV,NV,NV
13_2_1_1_3_DSC01482,11.59,0.86,8,9.0,11.16,1.45,37.0,2.47,0.37,0.0,221,SA5,11.55,4,4,27,1.82,SA5_TA1,3.71,0,6,1.62,NV,NV,NV,NV
